OBSID	ID	SCENARIO	CHOICE	GENDER	A20	A2130	A3140	A4150	A5160	A61	RESIDENT	OINT	DINT	ODINT	AVEH3	AVEH2	INCM	INCH	AT1	AT2	AT3	TD1	TD2	TD3	FEE1	FEE2	FEE3	LI	MI	HI
809	104	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
810	104	2	1	0	0	1	0	0	0	0	1	1	1	1	1	1	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
811	104	3	1	0	0	1	0	0	0	0	1	1	1	1	1	1	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
812	104	4	1	0	0	1	0	0	0	0	1	1	1	1	1	1	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
813	104	5	1	0	0	1	0	0	0	0	1	1	1	1	1	1	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
814	104	6	1	0	0	1	0	0	0	0	1	1	1	1	1	1	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
815	104	7	1	0	0	1	0	0	0	0	1	1	1	1	1	1	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
816	104	8	1	0	0	1	0	0	0	0	1	1	1	1	1	1	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
817	105	1	3	0	0	1	0	0	0	0	0	0	1	0	1	1	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
818	105	2	3	0	0	1	0	0	0	0	0	0	1	0	1	1	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
819	105	3	3	0	0	1	0	0	0	0	0	0	1	0	1	1	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
820	105	4	3	0	0	1	0	0	0	0	0	0	1	0	1	1	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
821	105	5	1	0	0	1	0	0	0	0	0	0	1	0	1	1	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
822	105	6	1	0	0	1	0	0	0	0	0	0	1	0	1	1	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
823	105	7	1	0	0	1	0	0	0	0	0	0	1	0	1	1	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
824	105	8	1	0	0	1	0	0	0	0	0	0	1	0	1	1	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
825	106	1	1	1	0	0	1	0	0	0	1	1	1	1	0	0	300	1.875	10	10	5	10	10	10	0	0.6	0.8	1	0	0
826	106	2	1	1	0	0	1	0	0	0	1	1	1	1	0	0	300	1.875	10	10	5	15	15	10	0	0.6	0.8	1	0	0
827	106	3	1	1	0	0	1	0	0	0	1	1	1	1	0	0	300	1.875	15	10	5	15	10	10	0	0.8	0.8	1	0	0
828	106	4	1	1	0	0	1	0	0	0	1	1	1	1	0	0	300	1.875	15	10	5	10	15	10	0	0.8	0.8	1	0	0
829	106	5	1	1	0	0	1	0	0	0	1	1	1	1	0	0	300	1.875	15	10	5	15	10	10	0	0.6	1.5	1	0	0
830	106	6	1	1	0	0	1	0	0	0	1	1	1	1	0	0	300	1.875	15	10	5	10	15	10	0	0.6	1.5	1	0	0
831	106	7	1	1	0	0	1	0	0	0	1	1	1	1	0	0	300	1.875	10	10	5	10	10	10	0	0.8	1.5	1	0	0
832	106	8	1	1	0	0	1	0	0	0	1	1	1	1	0	0	300	1.875	10	10	5	15	15	10	0	0.8	1.5	1	0	0
833	107	1	3	0	0	0	1	0	0	0	0	1	0	0	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
834	107	2	3	0	0	0	1	0	0	0	0	1	0	0	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
835	107	3	3	0	0	0	1	0	0	0	0	1	0	0	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
836	107	4	3	0	0	0	1	0	0	0	0	1	0	0	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
837	107	5	1	0	0	0	1	0	0	0	0	1	0	0	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
838	107	6	1	0	0	0	1	0	0	0	0	1	0	0	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
839	107	7	1	0	0	0	1	0	0	0	0	1	0	0	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
840	107	8	1	0	0	0	1	0	0	0	0	1	0	0	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
841	109	1	3	0	0	0	0	0	1	0	0	0	1	0	1	1	3000	18.75	10	10	5	10	10	10	0	0.6	0.8	0	0	1
842	109	2	3	0	0	0	0	0	1	0	0	0	1	0	1	1	3000	18.75	10	10	5	15	15	10	0	0.6	0.8	0	0	1
843	109	3	3	0	0	0	0	0	1	0	0	0	1	0	1	1	3000	18.75	15	10	5	15	10	10	0	0.8	0.8	0	0	1
844	109	4	3	0	0	0	0	0	1	0	0	0	1	0	1	1	3000	18.75	15	10	5	10	15	10	0	0.8	0.8	0	0	1
845	109	5	3	0	0	0	0	0	1	0	0	0	1	0	1	1	3000	18.75	15	10	5	15	10	10	0	0.6	1.5	0	0	1
846	109	6	3	0	0	0	0	0	1	0	0	0	1	0	1	1	3000	18.75	15	10	5	10	15	10	0	0.6	1.5	0	0	1
847	109	7	3	0	0	0	0	0	1	0	0	0	1	0	1	1	3000	18.75	10	10	5	10	10	10	0	0.8	1.5	0	0	1
848	109	8	3	0	0	0	0	0	1	0	0	0	1	0	1	1	3000	18.75	10	10	5	15	15	10	0	0.8	1.5	0	0	1
849	110	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	300	1.875	10	10	5	10	10	10	0	0.6	0.8	1	0	0
850	110	2	1	1	0	0	0	0	0	0	1	1	1	1	0	0	300	1.875	10	10	5	15	15	10	0	0.6	0.8	1	0	0
851	110	3	1	1	0	0	0	0	0	0	1	1	1	1	0	0	300	1.875	15	10	5	15	10	10	0	0.8	0.8	1	0	0
852	110	4	1	1	0	0	0	0	0	0	1	1	1	1	0	0	300	1.875	15	10	5	10	15	10	0	0.8	0.8	1	0	0
853	110	5	1	1	0	0	0	0	0	0	1	1	1	1	0	0	300	1.875	15	10	5	15	10	10	0	0.6	1.5	1	0	0
854	110	6	1	1	0	0	0	0	0	0	1	1	1	1	0	0	300	1.875	15	10	5	10	15	10	0	0.6	1.5	1	0	0
855	110	7	1	1	0	0	0	0	0	0	1	1	1	1	0	0	300	1.875	10	10	5	10	10	10	0	0.8	1.5	1	0	0
856	110	8	1	1	0	0	0	0	0	0	1	1	1	1	0	0	300	1.875	10	10	5	15	15	10	0	0.8	1.5	1	0	0
857	111	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1800	11.25	10	10	5	10	10	10	0	0.6	0.8	0	1	0
858	111	2	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1800	11.25	10	10	5	15	15	10	0	0.6	0.8	0	1	0
859	111	3	2	0	0	0	0	0	1	0	0	0	1	0	0	0	1800	11.25	15	10	5	15	10	10	0	0.8	0.8	0	1	0
860	111	4	3	0	0	0	0	0	1	0	0	0	1	0	0	0	1800	11.25	15	10	5	10	15	10	0	0.8	0.8	0	1	0
861	111	5	2	0	0	0	0	0	1	0	0	0	1	0	0	0	1800	11.25	15	10	5	15	10	10	0	0.6	1.5	0	1	0
862	111	6	2	0	0	0	0	0	1	0	0	0	1	0	0	0	1800	11.25	15	10	5	10	15	10	0	0.6	1.5	0	1	0
863	111	7	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1800	11.25	10	10	5	10	10	10	0	0.8	1.5	0	1	0
864	111	8	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1800	11.25	10	10	5	15	15	10	0	0.8	1.5	0	1	0
865	112	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
866	112	2	3	1	0	1	0	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
867	112	3	3	1	0	1	0	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
868	112	4	3	1	0	1	0	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
869	112	5	2	1	0	1	0	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
870	112	6	1	1	0	1	0	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
871	112	7	1	1	0	1	0	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
872	112	8	1	1	0	1	0	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
873	113	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
874	113	2	3	0	0	0	0	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
875	113	3	3	0	0	0	0	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
876	113	4	3	0	0	0	0	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
877	113	5	3	0	0	0	0	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
878	113	6	3	0	0	0	0	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
879	113	7	1	0	0	0	0	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
880	113	8	3	0	0	0	0	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
881	114	1	3	0	0	0	0	0	1	0	1	1	1	1	0	0	1800	11.25	10	10	5	10	10	10	0	0.6	0.8	0	1	0
882	114	2	3	0	0	0	0	0	1	0	1	1	1	1	0	0	1800	11.25	10	10	5	15	15	10	0	0.6	0.8	0	1	0
883	114	3	3	0	0	0	0	0	1	0	1	1	1	1	0	0	1800	11.25	15	10	5	15	10	10	0	0.8	0.8	0	1	0
884	114	4	3	0	0	0	0	0	1	0	1	1	1	1	0	0	1800	11.25	15	10	5	10	15	10	0	0.8	0.8	0	1	0
885	114	5	3	0	0	0	0	0	1	0	1	1	1	1	0	0	1800	11.25	15	10	5	15	10	10	0	0.6	1.5	0	1	0
886	114	6	3	0	0	0	0	0	1	0	1	1	1	1	0	0	1800	11.25	15	10	5	10	15	10	0	0.6	1.5	0	1	0
887	114	7	1	0	0	0	0	0	1	0	1	1	1	1	0	0	1800	11.25	10	10	5	10	10	10	0	0.8	1.5	0	1	0
888	114	8	1	0	0	0	0	0	1	0	1	1	1	1	0	0	1800	11.25	10	10	5	15	15	10	0	0.8	1.5	0	1	0
889	115	1	3	1	1	0	0	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
890	115	2	3	1	1	0	0	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
891	115	3	3	1	1	0	0	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
892	115	4	3	1	1	0	0	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
893	115	5	2	1	1	0	0	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
894	115	6	1	1	1	0	0	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
895	115	7	1	1	1	0	0	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
896	115	8	3	1	1	0	0	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
897	116	1	1	0	0	0	0	0	1	0	1	1	1	1	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
898	116	2	1	0	0	0	0	0	1	0	1	1	1	1	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
899	116	3	1	0	0	0	0	0	1	0	1	1	1	1	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
900	116	4	1	0	0	0	0	0	1	0	1	1	1	1	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
901	116	5	1	0	0	0	0	0	1	0	1	1	1	1	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
902	116	6	1	0	0	0	0	0	1	0	1	1	1	1	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
903	116	7	1	0	0	0	0	0	1	0	1	1	1	1	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
904	116	8	1	0	0	0	0	0	1	0	1	1	1	1	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
905	117	1	3	0	0	0	1	0	0	0	0	1	0	0	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
906	117	2	3	0	0	0	1	0	0	0	0	1	0	0	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
907	117	3	3	0	0	0	1	0	0	0	0	1	0	0	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
908	117	4	3	0	0	0	1	0	0	0	0	1	0	0	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
909	117	5	2	0	0	0	1	0	0	0	0	1	0	0	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
910	117	6	3	0	0	0	1	0	0	0	0	1	0	0	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
911	117	7	1	0	0	0	1	0	0	0	0	1	0	0	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
912	117	8	3	0	0	0	1	0	0	0	0	1	0	0	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
913	118	1	1	0	0	0	0	0	1	0	1	1	1	1	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
914	118	2	1	0	0	0	0	0	1	0	1	1	1	1	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
915	118	3	1	0	0	0	0	0	1	0	1	1	1	1	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
916	118	4	1	0	0	0	0	0	1	0	1	1	1	1	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
917	118	5	1	0	0	0	0	0	1	0	1	1	1	1	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
918	118	6	1	0	0	0	0	0	1	0	1	1	1	1	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
919	118	7	1	0	0	0	0	0	1	0	1	1	1	1	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
920	118	8	1	0	0	0	0	0	1	0	1	1	1	1	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
921	119	1	3	0	0	1	0	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
922	119	2	3	0	0	1	0	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
923	119	3	3	0	0	1	0	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
924	119	4	3	0	0	1	0	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
925	119	5	1	0	0	1	0	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
926	119	6	1	0	0	1	0	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
927	119	7	1	0	0	1	0	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
928	119	8	1	0	0	1	0	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
929	120	1	3	0	0	0	0	0	0	1	0	1	0	0	0	0	300	1.875	10	10	5	10	10	10	0	0.6	0.8	1	0	0
930	120	2	3	0	0	0	0	0	0	1	0	1	0	0	0	0	300	1.875	10	10	5	15	15	10	0	0.6	0.8	1	0	0
931	120	3	3	0	0	0	0	0	0	1	0	1	0	0	0	0	300	1.875	15	10	5	15	10	10	0	0.8	0.8	1	0	0
932	120	4	3	0	0	0	0	0	0	1	0	1	0	0	0	0	300	1.875	15	10	5	10	15	10	0	0.8	0.8	1	0	0
933	120	5	3	0	0	0	0	0	0	1	0	1	0	0	0	0	300	1.875	15	10	5	15	10	10	0	0.6	1.5	1	0	0
934	120	6	3	0	0	0	0	0	0	1	0	1	0	0	0	0	300	1.875	15	10	5	10	15	10	0	0.6	1.5	1	0	0
935	120	7	1	0	0	0	0	0	0	1	0	1	0	0	0	0	300	1.875	10	10	5	10	10	10	0	0.8	1.5	1	0	0
936	120	8	3	0	0	0	0	0	0	1	0	1	0	0	0	0	300	1.875	10	10	5	15	15	10	0	0.8	1.5	1	0	0
937	121	1	3	0	0	0	0	0	1	0	0	0	1	0	0	0	1800	11.25	10	10	5	10	10	10	0	0.6	0.8	0	1	0
938	121	2	3	0	0	0	0	0	1	0	0	0	1	0	0	0	1800	11.25	10	10	5	15	15	10	0	0.6	0.8	0	1	0
939	121	3	3	0	0	0	0	0	1	0	0	0	1	0	0	0	1800	11.25	15	10	5	15	10	10	0	0.8	0.8	0	1	0
940	121	4	3	0	0	0	0	0	1	0	0	0	1	0	0	0	1800	11.25	15	10	5	10	15	10	0	0.8	0.8	0	1	0
941	121	5	2	0	0	0	0	0	1	0	0	0	1	0	0	0	1800	11.25	15	10	5	15	10	10	0	0.6	1.5	0	1	0
942	121	6	3	0	0	0	0	0	1	0	0	0	1	0	0	0	1800	11.25	15	10	5	10	15	10	0	0.6	1.5	0	1	0
943	121	7	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1800	11.25	10	10	5	10	10	10	0	0.8	1.5	0	1	0
944	121	8	3	0	0	0	0	0	1	0	0	0	1	0	0	0	1800	11.25	10	10	5	15	15	10	0	0.8	1.5	0	1	0
945	122	1	3	1	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
946	122	2	3	1	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
947	122	3	3	1	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
948	122	4	3	1	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
949	122	5	3	1	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
950	122	6	3	1	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
951	122	7	3	1	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
952	122	8	3	1	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
953	123	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	3000	18.75	10	10	5	10	10	10	0	0.6	0.8	0	0	1
954	123	2	1	0	0	0	0	0	1	0	0	0	0	0	1	1	3000	18.75	10	10	5	15	15	10	0	0.6	0.8	0	0	1
955	123	3	1	0	0	0	0	0	1	0	0	0	0	0	1	1	3000	18.75	15	10	5	15	10	10	0	0.8	0.8	0	0	1
956	123	4	1	0	0	0	0	0	1	0	0	0	0	0	1	1	3000	18.75	15	10	5	10	15	10	0	0.8	0.8	0	0	1
957	123	5	1	0	0	0	0	0	1	0	0	0	0	0	1	1	3000	18.75	15	10	5	15	10	10	0	0.6	1.5	0	0	1
958	123	6	1	0	0	0	0	0	1	0	0	0	0	0	1	1	3000	18.75	15	10	5	10	15	10	0	0.6	1.5	0	0	1
959	123	7	1	0	0	0	0	0	1	0	0	0	0	0	1	1	3000	18.75	10	10	5	10	10	10	0	0.8	1.5	0	0	1
960	123	8	1	0	0	0	0	0	1	0	0	0	0	0	1	1	3000	18.75	10	10	5	15	15	10	0	0.8	1.5	0	0	1
961	124	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
962	124	2	1	1	0	0	0	1	0	0	1	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
963	124	3	1	1	0	0	0	1	0	0	1	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
964	124	4	1	1	0	0	0	1	0	0	1	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
965	124	5	1	1	0	0	0	1	0	0	1	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
966	124	6	1	1	0	0	0	1	0	0	1	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
967	124	7	1	1	0	0	0	1	0	0	1	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
968	124	8	1	1	0	0	0	1	0	0	1	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
969	125	1	3	0	0	0	0	0	0	1	0	0	1	0	0	0	300	1.875	10	10	5	10	10	10	0	0.6	0.8	1	0	0
970	125	2	3	0	0	0	0	0	0	1	0	0	1	0	0	0	300	1.875	10	10	5	15	15	10	0	0.6	0.8	1	0	0
971	125	3	3	0	0	0	0	0	0	1	0	0	1	0	0	0	300	1.875	15	10	5	15	10	10	0	0.8	0.8	1	0	0
972	125	4	3	0	0	0	0	0	0	1	0	0	1	0	0	0	300	1.875	15	10	5	10	15	10	0	0.8	0.8	1	0	0
973	125	5	2	0	0	0	0	0	0	1	0	0	1	0	0	0	300	1.875	15	10	5	15	10	10	0	0.6	1.5	1	0	0
974	125	6	3	0	0	0	0	0	0	1	0	0	1	0	0	0	300	1.875	15	10	5	10	15	10	0	0.6	1.5	1	0	0
975	125	7	1	0	0	0	0	0	0	1	0	0	1	0	0	0	300	1.875	10	10	5	10	10	10	0	0.8	1.5	1	0	0
976	125	8	3	0	0	0	0	0	0	1	0	0	1	0	0	0	300	1.875	10	10	5	15	15	10	0	0.8	1.5	1	0	0
977	126	1	3	1	0	0	1	0	0	0	0	0	1	0	0	0	1800	11.25	10	10	5	10	10	10	0	0.6	0.8	0	1	0
978	126	2	3	1	0	0	1	0	0	0	0	0	1	0	0	0	1800	11.25	10	10	5	15	15	10	0	0.6	0.8	0	1	0
979	126	3	3	1	0	0	1	0	0	0	0	0	1	0	0	0	1800	11.25	15	10	5	15	10	10	0	0.8	0.8	0	1	0
980	126	4	3	1	0	0	1	0	0	0	0	0	1	0	0	0	1800	11.25	15	10	5	10	15	10	0	0.8	0.8	0	1	0
981	126	5	2	1	0	0	1	0	0	0	0	0	1	0	0	0	1800	11.25	15	10	5	15	10	10	0	0.6	1.5	0	1	0
982	126	6	2	1	0	0	1	0	0	0	0	0	1	0	0	0	1800	11.25	15	10	5	10	15	10	0	0.6	1.5	0	1	0
983	126	7	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1800	11.25	10	10	5	10	10	10	0	0.8	1.5	0	1	0
984	126	8	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1800	11.25	10	10	5	15	15	10	0	0.8	1.5	0	1	0
985	127	1	3	1	0	0	0	0	1	0	1	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
986	127	2	3	1	0	0	0	0	1	0	1	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
987	127	3	3	1	0	0	0	0	1	0	1	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
988	127	4	3	1	0	0	0	0	1	0	1	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
989	127	5	2	1	0	0	0	0	1	0	1	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
990	127	6	1	1	0	0	0	0	1	0	1	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
991	127	7	1	1	0	0	0	0	1	0	1	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
992	127	8	1	1	0	0	0	0	1	0	1	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
993	128	1	1	0	0	1	0	0	0	0	0	0	1	0	1	1	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
994	128	2	1	0	0	1	0	0	0	0	0	0	1	0	1	1	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
995	128	3	1	0	0	1	0	0	0	0	0	0	1	0	1	1	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
996	128	4	1	0	0	1	0	0	0	0	0	0	1	0	1	1	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
997	128	5	1	0	0	1	0	0	0	0	0	0	1	0	1	1	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
998	128	6	1	0	0	1	0	0	0	0	0	0	1	0	1	1	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
999	128	7	1	0	0	1	0	0	0	0	0	0	1	0	1	1	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
1000	128	8	1	0	0	1	0	0	0	0	0	0	1	0	1	1	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
1001	129	1	3	0	0	0	0	1	0	0	0	0	1	0	1	1	1800	11.25	10	10	5	10	10	10	0	0.6	0.8	0	1	0
1002	129	2	3	0	0	0	0	1	0	0	0	0	1	0	1	1	1800	11.25	10	10	5	15	15	10	0	0.6	0.8	0	1	0
1003	129	3	3	0	0	0	0	1	0	0	0	0	1	0	1	1	1800	11.25	15	10	5	15	10	10	0	0.8	0.8	0	1	0
1004	129	4	3	0	0	0	0	1	0	0	0	0	1	0	1	1	1800	11.25	15	10	5	10	15	10	0	0.8	0.8	0	1	0
1005	129	5	3	0	0	0	0	1	0	0	0	0	1	0	1	1	1800	11.25	15	10	5	15	10	10	0	0.6	1.5	0	1	0
1006	129	6	3	0	0	0	0	1	0	0	0	0	1	0	1	1	1800	11.25	15	10	5	10	15	10	0	0.6	1.5	0	1	0
1007	129	7	3	0	0	0	0	1	0	0	0	0	1	0	1	1	1800	11.25	10	10	5	10	10	10	0	0.8	1.5	0	1	0
1008	129	8	3	0	0	0	0	1	0	0	0	0	1	0	1	1	1800	11.25	10	10	5	15	15	10	0	0.8	1.5	0	1	0
1009	130	1	3	0	0	0	0	0	0	1	1	1	1	1	0	0	1800	11.25	10	10	5	10	10	10	0	0.6	0.8	0	1	0
1010	130	2	3	0	0	0	0	0	0	1	1	1	1	1	0	0	1800	11.25	10	10	5	15	15	10	0	0.6	0.8	0	1	0
